team_name,hero_name,picks,win_rate
Team Liquid,Lycan,8,0.75
Team Liquid,Marci,8,0.875
Team Liquid,Mars,12,0.8333333333333334
Team Liquid,Mirana,7,0.7142857142857143
Team Liquid,Monkey King,15,0.8
Team Liquid,Naga Siren,5,0.6
Team Liquid,Nature's Prophet,11,0.45454545454545453
Team Liquid,Oracle,3,1.0
Team Liquid,Pangolier,8,0.625
Team Liquid,Phoenix,6,0.16666666666666666
Team Liquid,Puck,20,0.65
Team Liquid,Pugna,10,0.5
Team Liquid,Queen of Pain,12,0.3333333333333333
Team Liquid,Razor,13,0.7692307692307693
Team Liquid,Ringmaster,5,0.4
Team Liquid,Shadow Demon,14,0.7142857142857143
Team Liquid,Shadow Fiend,13,0.9230769230769231
Team Liquid,Silencer,4,0.5
Team Liquid,Slardar,13,0.6153846153846154
Team Liquid,Snapfire,20,0.45
Team Liquid,Spirit Breaker,6,0.6666666666666666
Team Liquid,Storm Spirit,21,0.47619047619047616
Team Liquid,Sven,5,0.6
Team Liquid,Templar Assassin,4,0.5
Team Liquid,Tidehunter,8,0.625
Team Liquid,Timbersaw,11,0.45454545454545453
Team Liquid,Tiny,10,0.7
Team Liquid,Tusk,37,0.5945945945945946
Team Liquid,Underlord,13,0.6153846153846154
Team Liquid,Ursa,6,0.3333333333333333
Team Liquid,Void Spirit,13,0.6923076923076923
Team Liquid,Warlock,15,0.7333333333333333
Team Liquid,Weaver,5,0.6
Team Liquid,Windranger,14,0.7142857142857143
Team Liquid,Winter Wyvern,5,1.0
Team Nemesis,Axe,4,0.75
Team Nemesis,Centaur Warrunner,3,0.3333333333333333
Team Nemesis,Dragon Knight,3,0.3333333333333333
Team Nemesis,Jakiro,4,0.25
Team Nemesis,Mars,3,0.6666666666666666
Team Nemesis,Pangolier,3,0.3333333333333333
Team Nemesis,Primal Beast,4,0.5
Team Nemesis,Pugna,6,0.6666666666666666
Team Nemesis,Shadow Demon,3,0.3333333333333333
Team Nemesis,Skywrath Mage,4,0.5
Team Nemesis,Storm Spirit,3,0.3333333333333333
Team Nemesis,Tusk,3,0.3333333333333333
Team Nemesis,Ursa,4,0.25
Team Nemesis,Warlock,3,0.6666666666666666
Team Spirit,Abaddon,10,0.6
Team Spirit,Ancient Apparition,4,0.75
Team Spirit,Axe,7,0.42857142857142855
Team Spirit,Bane,3,0.3333333333333333
Team Spirit,Batrider,5,0.2
Team Spirit,Bounty Hunter,10,0.9
Team Spirit,Centaur Warrunner,15,0.6666666666666666
Team Spirit,Chen,3,0.6666666666666666
Team Spirit,Clinkz,5,0.8
Team Spirit,Clockwerk,7,0.2857142857142857
Team Spirit,Dark Seer,4,1.0
Team Spirit,Dark Willow,6,0.3333333333333333
Team Spirit,Disruptor,13,0.6923076923076923
Team Spirit,Dragon Knight,13,0.38461538461538464
Team Spirit,Ember Spirit,9,0.4444444444444444
Team Spirit,Enchantress,5,0.6
Team Spirit,Gyrocopter,8,0.75
Team Spirit,Hoodwink,19,0.6842105263157895
Team Spirit,Invoker,4,1.0
Team Spirit,Jakiro,19,0.5263157894736842
Team Spirit,Juggernaut,3,0.0
Team Spirit,Kez,9,0.4444444444444444
Team Spirit,Largo,7,0.42857142857142855
Team Spirit,Leshrac,8,0.625
Team Spirit,Mars,18,0.5555555555555556
Team Spirit,Medusa,3,0.6666666666666666
Team Spirit,Monkey King,6,0.5
Team Spirit,Morphling,9,0.6666666666666666
Team Spirit,Muerta,5,0.4
Team Spirit,Naga Siren,6,0.6666666666666666
Team Spirit,Nature's Prophet,6,0.3333333333333333
Team Spirit,Night Stalker,3,0.3333333333333333
Team Spirit,Pangolier,10,0.6
Team Spirit,Primal Beast,15,0.7333333333333333
Team Spirit,Puck,10,0.8
Team Spirit,Pugna,11,0.6363636363636364
Team Spirit,Queen of Pain,12,0.5833333333333334
Team Spirit,Riki,3,0.3333333333333333
Team Spirit,Ringmaster,20,0.6
Team Spirit,Sand King,5,0.6
Team Spirit,Shadow Demon,11,0.5454545454545454
Team Spirit,Shadow Fiend,5,0.6
Team Spirit,Shadow Shaman,5,0.8
Team Spirit,Slardar,14,0.7857142857142857
Team Spirit,Snapfire,8,0.25
Team Spirit,Sniper,3,0.3333333333333333
Team Spirit,Spirit Breaker,4,0.25
Team Spirit,Storm Spirit,7,0.5714285714285714
Team Spirit,Templar Assassin,6,0.3333333333333333
Team Spirit,Terrorblade,10,0.6
Team Spirit,Tidehunter,6,0.5
Team Spirit,Timbersaw,5,0.6
Team Spirit,Tiny,3,0.6666666666666666
Team Spirit,Troll Warlord,5,0.6
Team Spirit,Tusk,23,0.6521739130434783
Team Spirit,Underlord,5,0.2
Team Spirit,Ursa,6,0.6666666666666666
Team Spirit,Viper,6,0.5
Team Spirit,Void Spirit,6,0.6666666666666666
Team Spirit,Warlock,8,0.625
Team Spirit,Weaver,5,0.6
Team Spirit,Windranger,3,0.3333333333333333
Team Tidebound,Bane,3,0.3333333333333333
Team Tidebound,Brewmaster,3,0.0
Team Tidebound,Bristleback,6,0.16666666666666666
Team Tidebound,Centaur Warrunner,9,0.6666666666666666
Team Tidebound,Chen,3,0.0
Team Tidebound,Disruptor,5,0.2
Team Tidebound,Dragon Knight,6,0.3333333333333333
Team Tidebound,Enchantress,4,0.25
Team Tidebound,Gyrocopter,6,0.5
Team Tidebound,Hoodwink,5,0.6
Team Tidebound,Jakiro,6,0.3333333333333333
Team Tidebound,Juggernaut,3,0.0
Team Tidebound,Mars,6,0.5
Team Tidebound,Medusa,5,0.8
Team Tidebound,Pangolier,4,0.0
Team Tidebound,Primal Beast,3,0.3333333333333333
Team Tidebound,Puck,8,0.625
Team Tidebound,Ringmaster,9,0.4444444444444444
Team Tidebound,Sand King,4,0.5
Team Tidebound,Shadow Demon,5,0.6
Team Tidebound,Slardar,3,0.3333333333333333
Team Tidebound,Snapfire,5,0.6
Team Tidebound,Templar Assassin,3,0.3333333333333333
Team Tidebound,Terrorblade,3,0.3333333333333333
Team Tidebound,Timbersaw,3,0.6666666666666666
Team Tidebound,Tusk,3,0.0
Team Tidebound,Ursa,4,0.25
Team Tidebound,Windranger,4,0.5
Team Yandex,Ancient Apparition,3,0.3333333333333333
Team Yandex,Axe,15,0.5333333333333333
Team Yandex,Batrider,8,0.375
Team Yandex,Beastmaster,14,0.5
Team Yandex,Bounty Hunter,4,0.5
Team Yandex,Bristleback,3,1.0
Team Yandex,Centaur Warrunner,12,0.3333333333333333
Team Yandex,Chen,14,0.7142857142857143
Team Yandex,Clinkz,3,0.6666666666666666
Team Yandex,Clockwerk,3,0.3333333333333333
Team Yandex,Dazzle,4,0.25
Team Yandex,Disruptor,3,0.3333333333333333
Team Yandex,Doom,3,0.6666666666666666
Team Yandex,Dragon Knight,11,0.45454545454545453
Team Yandex,Ember Spirit,3,1.0
Team Yandex,Gyrocopter,9,0.6666666666666666
Team Yandex,Hoodwink,8,0.75
Team Yandex,Invoker,6,0.3333333333333333
Team Yandex,Jakiro,20,0.7
Team Yandex,Juggernaut,3,0.3333333333333333
Team Yandex,Keeper of the Light,4,0.75
Team Yandex,Kez,11,0.5454545454545454
Team Yandex,Kunkka,3,0.3333333333333333
Team Yandex,Leshrac,3,0.3333333333333333
Team Yandex,Marci,4,0.5
Team Yandex,Mars,15,0.5333333333333333
Team Yandex,Morphling,4,0.25
Team Yandex,Muerta,9,0.4444444444444444
Team Yandex,Naga Siren,4,0.75
Team Yandex,Nature's Prophet,11,0.7272727272727273
Team Yandex,Night Stalker,5,0.8
Team Yandex,Pangolier,10,0.6
Team Yandex,Primal Beast,3,0.6666666666666666
Team Yandex,Puck,8,0.5
Team Yandex,Pugna,5,0.6
Team Yandex,Queen of Pain,3,0.3333333333333333
Team Yandex,Razor,4,0.0
Team Yandex,Sand King,9,0.6666666666666666
Team Yandex,Shadow Demon,21,0.5714285714285714
Team Yandex,Shadow Fiend,9,0.8888888888888888
Team Yandex,Shadow Shaman,7,0.5714285714285714
Team Yandex,Slardar,16,0.5625
Team Yandex,Slark,5,0.2
Team Yandex,Snapfire,6,0.3333333333333333
Team Yandex,Storm Spirit,3,0.3333333333333333
Team Yandex,Sven,5,0.4
Team Yandex,Templar Assassin,12,0.5
Team Yandex,Terrorblade,10,0.5
Team Yandex,Tidehunter,8,0.625
Team Yandex,Timbersaw,7,0.42857142857142855
Team Yandex,Tiny,10,0.5
Team Yandex,Troll Warlord,4,0.5
Team Yandex,Tusk,23,0.6521739130434783
Team Yandex,Underlord,9,0.5555555555555556
Team Yandex,Undying,3,0.6666666666666666
Team Yandex,Ursa,13,0.7692307692307693
Team Yandex,Viper,11,0.6363636363636364
Team Yandex,Void Spirit,10,0.3
Team Yandex,Warlock,14,0.5
Team Yandex,Windranger,15,0.6
Team Yandex,Witch Doctor,3,0.0
Tearlaments,Batrider,3,0.0
Tearlaments,Centaur Warrunner,3,0.0
Tearlaments,Disruptor,4,0.0
Tearlaments,Hoodwink,4,0.25
Tearlaments,Juggernaut,3,0.6666666666666666
Tearlaments,Mars,4,0.0
Tearlaments,Nature's Prophet,4,0.0
Tearlaments,Pangolier,3,0.3333333333333333
Tearlaments,Primal Beast,3,0.3333333333333333
Tearlaments,Sand King,3,0.3333333333333333
Tearlaments,Shadow Demon,3,0.0
Tundra Esports,Abaddon,12,0.5833333333333334
Tundra Esports,Alchemist,3,0.6666666666666666
Tundra Esports,Axe,23,0.6521739130434783
Tundra Esports,Bane,25,0.8
Tundra Esports,Batrider,35,0.6285714285714286
Tundra Esports,Beastmaster,14,0.5714285714285714
Tundra Esports,Bounty Hunter,13,0.6923076923076923
Tundra Esports,Brewmaster,11,0.6363636363636364
Tundra Esports,Bristleback,3,0.0
Tundra Esports,Centaur Warrunner,17,0.9411764705882353
Tundra Esports,Chen,12,0.5833333333333334
Tundra Esports,Clockwerk,5,0.6
Tundra Esports,Dark Willow,11,0.7272727272727273
Tundra Esports,Disruptor,9,0.5555555555555556
Tundra Esports,Doom,16,0.375
Tundra Esports,Dragon Knight,18,0.3333333333333333
Tundra Esports,Earthshaker,5,1.0
Tundra Esports,Ember Spirit,13,0.9230769230769231
Tundra Esports,Faceless Void,4,1.0
Tundra Esports,Gyrocopter,11,0.7272727272727273
Tundra Esports,Hoodwink,22,0.7272727272727273
Tundra Esports,Huskar,3,0.6666666666666666
Tundra Esports,Invoker,24,0.75
Tundra Esports,Jakiro,24,0.6666666666666666
Tundra Esports,Juggernaut,11,0.9090909090909091
Tundra Esports,Keeper of the Light,12,0.6666666666666666
Tundra Esports,Kez,20,0.6
Tundra Esports,Largo,10,0.7
Tundra Esports,Leshrac,5,0.8
Tundra Esports,Lycan,7,0.7142857142857143
Tundra Esports,Marci,14,0.5
Tundra Esports,Mirana,5,0.6
Tundra Esports,Muerta,19,0.8421052631578947
Tundra Esports,Naga Siren,3,1.0
Tundra Esports,Pangolier,7,0.5714285714285714
Tundra Esports,Phoenix,17,0.7647058823529411
Tundra Esports,Puck,9,0.3333333333333333
Tundra Esports,Pugna,12,0.6666666666666666
Tundra Esports,Queen of Pain,12,0.4166666666666667
Tundra Esports,Sand King,6,0.5
Tundra Esports,Shadow Demon,14,0.7142857142857143
Tundra Esports,Shadow Fiend,8,0.75
Tundra Esports,Shadow Shaman,18,0.8333333333333334
Tundra Esports,Slark,5,0.4
Tundra Esports,Spirit Breaker,3,0.6666666666666666
Tundra Esports,Storm Spirit,8,0.5
Tundra Esports,Templar Assassin,3,1.0
Tundra Esports,Tidehunter,12,0.9166666666666666
Tundra Esports,Timbersaw,20,0.7
Tundra Esports,Tiny,19,0.7894736842105263
Tundra Esports,Treant Protector,4,1.0
Tundra Esports,Tusk,8,0.5
Tundra Esports,Ursa,19,0.631578947368421
Tundra Esports,Viper,3,0.3333333333333333
Tundra Esports,Void Spirit,14,0.5714285714285714
Tundra Esports,Warlock,9,0.4444444444444444
Vici Gaming,Disruptor,4,0.5
Vici Gaming,Gyrocopter,4,0.75
Vici Gaming,Hoodwink,3,0.6666666666666666
Vici Gaming,Jakiro,3,0.0
Vici Gaming,Phoenix,3,0.6666666666666666
Vici Gaming,Slardar,3,0.3333333333333333
Vici Gaming,Ursa,3,0.0
Virtus.pro,Axe,4,0.5
Virtus.pro,Centaur Warrunner,3,0.3333333333333333
Virtus.pro,Chen,3,0.3333333333333333
Virtus.pro,Dragon Knight,4,0.25
Virtus.pro,Ember Spirit,4,0.5
Virtus.pro,Gyrocopter,4,0.25
Virtus.pro,Jakiro,6,0.5
Virtus.pro,Mars,5,0.8
Virtus.pro,Muerta,5,0.8
Virtus.pro,Pangolier,3,0.0
Virtus.pro,Primal Beast,5,0.4
Virtus.pro,Ringmaster,5,0.4
Virtus.pro,Shadow Demon,3,0.3333333333333333
Virtus.pro,Slardar,3,0.6666666666666666
Virtus.pro,Snapfire,4,0.0
Virtus.pro,Storm Spirit,3,0.3333333333333333
Virtus.pro,Terrorblade,8,0.5
Virtus.pro,Tiny,3,0.0
Virtus.pro,Tusk,4,0.5
Virtus.pro,Ursa,3,0.3333333333333333
Virtus.pro,Void Spirit,3,0.3333333333333333
Virtus.pro,Warlock,7,0.5714285714285714
Xtreme Gaming,Abaddon,3,0.3333333333333333
Xtreme Gaming,Alchemist,3,1.0
Xtreme Gaming,Ancient Apparition,3,0.3333333333333333
Xtreme Gaming,Axe,5,0.4
Xtreme Gaming,Bane,3,0.3333333333333333
Xtreme Gaming,Batrider,9,0.5555555555555556
Xtreme Gaming,Beastmaster,9,0.3333333333333333
Xtreme Gaming,Brewmaster,3,0.3333333333333333
Xtreme Gaming,Bristleback,4,0.75
Xtreme Gaming,Centaur Warrunner,11,0.5454545454545454
Xtreme Gaming,Chen,7,0.2857142857142857
Xtreme Gaming,Clinkz,7,0.7142857142857143
Xtreme Gaming,Clockwerk,3,0.3333333333333333
Xtreme Gaming,Dark Willow,6,0.5
Xtreme Gaming,Disruptor,9,0.3333333333333333
Xtreme Gaming,Dragon Knight,7,0.5714285714285714
Xtreme Gaming,Earthshaker,5,0.2
Xtreme Gaming,Ember Spirit,9,0.3333333333333333
Xtreme Gaming,Enchantress,5,0.6
Xtreme Gaming,Gyrocopter,8,0.375
Xtreme Gaming,Hoodwink,10,0.7
Xtreme Gaming,Jakiro,12,0.4166666666666667
Xtreme Gaming,Juggernaut,4,0.25
Xtreme Gaming,Kez,11,0.5454545454545454
Xtreme Gaming,Largo,5,0.4
Xtreme Gaming,Leshrac,7,0.2857142857142857
Xtreme Gaming,Lion,3,0.6666666666666666
Xtreme Gaming,Mars,11,0.36363636363636365
Xtreme Gaming,Mirana,3,0.6666666666666666
Xtreme Gaming,Morphling,5,0.6
Xtreme Gaming,Naga Siren,3,1.0
Xtreme Gaming,Nature's Prophet,4,0.5
Xtreme Gaming,Nyx Assassin,3,0.0
Xtreme Gaming,Pangolier,10,0.7
Xtreme Gaming,Phoenix,17,0.5294117647058824
Xtreme Gaming,Primal Beast,17,0.5882352941176471
Xtreme Gaming,Puck,9,0.4444444444444444
Xtreme Gaming,Queen of Pain,7,0.2857142857142857
Xtreme Gaming,Razor,4,0.25
Xtreme Gaming,Ringmaster,12,0.5833333333333334
Xtreme Gaming,Sand King,8,0.75
Xtreme Gaming,Shadow Demon,14,0.7142857142857143
Xtreme Gaming,Shadow Fiend,6,0.6666666666666666
Xtreme Gaming,Shadow Shaman,8,0.5
Xtreme Gaming,Slardar,14,0.7857142857142857
Xtreme Gaming,Snapfire,8,0.625
Xtreme Gaming,Spirit Breaker,7,0.5714285714285714
Xtreme Gaming,Storm Spirit,5,0.8
Xtreme Gaming,Templar Assassin,3,0.0
Xtreme Gaming,Terrorblade,5,0.6
Xtreme Gaming,Tidehunter,8,0.25
Xtreme Gaming,Timbersaw,6,0.16666666666666666
Xtreme Gaming,Tinker,5,0.6
Xtreme Gaming,Tiny,10,0.5
Xtreme Gaming,Troll Warlord,3,0.6666666666666666
Xtreme Gaming,Tusk,17,0.47058823529411764
Xtreme Gaming,Ursa,7,0.5714285714285714
Xtreme Gaming,Viper,5,0.2
Xtreme Gaming,Void Spirit,6,0.5
Xtreme Gaming,Warlock,18,0.5
Xtreme Gaming,Weaver,7,0.42857142857142855
Xtreme Gaming,Windranger,7,0.5714285714285714
Yakult Brothers,Alchemist,4,0.0
Yakult Brothers,Axe,7,0.14285714285714285
Yakult Brothers,Bane,6,0.5
Yakult Brothers,Batrider,14,0.14285714285714285
Yakult Brothers,Centaur Warrunner,8,0.25
Yakult Brothers,Chen,8,0.125
Yakult Brothers,Clockwerk,10,0.1
Yakult Brothers,Dark Seer,3,0.0
Yakult Brothers,Disruptor,8,0.25
Yakult Brothers,Dragon Knight,12,0.16666666666666666
Yakult Brothers,Ember Spirit,4,0.0
Yakult Brothers,Enchantress,5,0.2
Yakult Brothers,Enigma,4,0.25
Yakult Brothers,Gyrocopter,4,0.0
Yakult Brothers,Invoker,7,0.2857142857142857
Yakult Brothers,Jakiro,20,0.35
Yakult Brothers,Juggernaut,3,0.6666666666666666
Yakult Brothers,Kez,3,0.0
Yakult Brothers,Largo,3,0.3333333333333333
Yakult Brothers,Leshrac,8,0.375
Yakult Brothers,Marci,3,0.0
Yakult Brothers,Mars,7,0.2857142857142857
Yakult Brothers,Morphling,6,0.5
Yakult Brothers,Muerta,5,0.4
Yakult Brothers,Naga Siren,5,0.6
Yakult Brothers,Nature's Prophet,4,0.5
Yakult Brothers,Night Stalker,3,0.0
Yakult Brothers,Pangolier,6,0.16666666666666666
Yakult Brothers,Phoenix,8,0.5
Yakult Brothers,Primal Beast,5,0.6
Yakult Brothers,Puck,11,0.2727272727272727
Yakult Brothers,Pudge,3,0.0
Yakult Brothers,Queen of Pain,9,0.3333333333333333
Yakult Brothers,Razor,3,0.3333333333333333
Yakult Brothers,Ringmaster,4,0.5
Yakult Brothers,Shadow Demon,9,0.2222222222222222
Yakult Brothers,Shadow Fiend,4,0.25
Yakult Brothers,Skywrath Mage,6,0.5
Yakult Brothers,Slardar,8,0.375
Yakult Brothers,Snapfire,5,0.2
Yakult Brothers,Spirit Breaker,5,0.8
Yakult Brothers,Storm Spirit,17,0.17647058823529413
Yakult Brothers,Terrorblade,5,0.2
Yakult Brothers,Tidehunter,7,0.42857142857142855
Yakult Brothers,Timbersaw,10,0.2
Yakult Brothers,Tiny,6,0.3333333333333333
Yakult Brothers,Troll Warlord,3,0.0
Yakult Brothers,Tusk,7,0.2857142857142857
Yakult Brothers,Underlord,3,0.3333333333333333
Yakult Brothers,Ursa,7,0.2857142857142857
Yakult Brothers,Viper,5,0.4
Yakult Brothers,Void Spirit,4,0.75
Yakult Brothers,Warlock,4,0.25
Yakult Brothers,Weaver,7,0.42857142857142855
Yakult Brothers,Windranger,5,0.2
paiN Gaming,Clockwerk,3,0.3333333333333333
paiN Gaming,Ember Spirit,3,0.3333333333333333
paiN Gaming,Jakiro,4,0.25
paiN Gaming,Razor,4,0.25
paiN Gaming,Slardar,3,0.3333333333333333
paiN Gaming,Tusk,3,0.3333333333333333
paiN Gaming,Underlord,3,0.3333333333333333
